station,datetime,temp,dwpt,rhum,prcp,snow,wdir,wspd,wpgt,pres,tsun,coco
torrejon_08227,2024-10-01 00:00:00+02:00,16.0,3.1,42.0,,,20.0,13.0,,1019.0,,
torrejon_08227,2024-10-01 01:00:00+02:00,13.0,4.9,58.0,,,20.0,9.4,,1019.0,,
torrejon_08227,2024-10-01 02:00:00+02:00,12.0,4.9,62.0,,,10.0,11.2,,1019.0,,
torrejon_08227,2024-10-01 03:00:00+02:00,13.0,4.9,58.0,,,30.0,11.2,,1019.0,,
torrejon_08227,2024-10-01 04:00:00+02:00,12.0,4.9,62.0,,,30.0,7.6,,1018.0,,
torrejon_08227,2024-10-01 05:00:00+02:00,11.0,5.1,67.0,,,10.0,5.4,,1018.0,,
torrejon_08227,2024-10-01 06:00:00+02:00,10.0,5.0,71.0,,,20.0,5.4,,1018.0,,
torrejon_08227,2024-10-01 07:00:00+02:00,10.0,5.0,71.0,,,30.0,7.6,,1018.0,,
torrejon_08227,2024-10-01 08:00:00+02:00,11.0,5.1,67.0,,,20.0,5.4,,1018.0,,
torrejon_08227,2024-10-01 09:00:00+02:00,12.0,4.9,62.0,,,30.0,3.6,,1019.0,,
torrejon_08227,2024-10-01 10:00:00+02:00,13.0,6.1,63.0,,,,3.6,,1019.0,,
torrejon_08227,2024-10-01 11:00:00+02:00,17.0,5.9,48.0,,,,3.6,,1019.0,,
torrejon_08227,2024-10-01 12:00:00+02:00,19.0,7.1,46.0,,,40.0,1.8,,1019.0,,
torrejon_08227,2024-10-01 13:00:00+02:00,21.0,7.9,43.0,,,200.0,9.4,,1018.0,,
torrejon_08227,2024-10-01 14:00:00+02:00,23.0,7.1,36.0,,,190.0,7.6,,1017.0,,
torrejon_08227,2024-10-01 15:00:00+02:00,25.0,7.2,32.0,,,190.0,11.2,,1016.0,,
torrejon_08227,2024-10-01 16:00:00+02:00,26.0,6.1,28.0,,,260.0,11.2,,1016.0,,
torrejon_08227,2024-10-01 17:00:00+02:00,28.0,7.3,27.0,,,250.0,9.4,,1015.0,,
torrejon_08227,2024-10-01 18:00:00+02:00,28.0,4.9,23.0,,,200.0,9.4,,1015.0,,
torrejon_08227,2024-10-01 19:00:00+02:00,28.0,7.3,27.0,,,270.0,13.0,,1015.0,,
torrejon_08227,2024-10-01 20:00:00+02:00,25.0,6.2,30.0,,,250.0,9.4,,1015.0,,
torrejon_08227,2024-10-01 21:00:00+02:00,22.0,8.8,43.0,,,330.0,1.8,,1015.0,,
torrejon_08227,2024-10-01 22:00:00+02:00,20.0,10.1,53.0,,,,1.8,,1016.0,,
torrejon_08227,2024-10-01 23:00:00+02:00,20.0,10.1,53.0,,,,3.6,,1016.0,,
torrejon_08227,2024-10-02 00:00:00+02:00,18.0,9.1,56.0,,,350.0,1.8,,1016.0,,
torrejon_08227,2024-10-02 01:00:00+02:00,21.0,12.9,60.0,,,280.0,11.2,,1016.0,,
torrejon_08227,2024-10-02 02:00:00+02:00,18.0,10.1,60.0,,,20.0,9.4,,1016.0,,
torrejon_08227,2024-10-02 03:00:00+02:00,17.0,9.9,63.0,,,,3.6,,1016.0,,
torrejon_08227,2024-10-02 04:00:00+02:00,16.0,10.1,68.0,,,10.0,7.6,,1015.0,,
torrejon_08227,2024-10-02 05:00:00+02:00,16.0,11.0,72.0,,,40.0,13.0,,1015.0,,
torrejon_08227,2024-10-02 06:00:00+02:00,15.0,11.0,77.0,,,10.0,7.6,,1015.0,,
torrejon_08227,2024-10-02 07:00:00+02:00,16.0,11.0,72.0,,,40.0,5.4,,1014.0,,
torrejon_08227,2024-10-02 08:00:00+02:00,16.0,11.0,72.0,,,,1.8,,1014.0,,
torrejon_08227,2024-10-02 09:00:00+02:00,16.0,11.0,72.0,,,210.0,3.6,,1014.0,,
torrejon_08227,2024-10-02 10:00:00+02:00,19.0,12.0,64.0,,,200.0,9.4,,1014.0,,
torrejon_08227,2024-10-02 11:00:00+02:00,21.0,12.9,60.0,,,200.0,11.2,,1014.0,,
torrejon_08227,2024-10-02 12:00:00+02:00,22.0,14.1,61.0,,,210.0,16.6,,1014.0,,
torrejon_08227,2024-10-02 13:00:00+02:00,24.0,12.9,50.0,,,230.0,22.3,,1013.0,,
torrejon_08227,2024-10-02 14:00:00+02:00,25.0,12.9,47.0,,,250.0,16.6,,1012.0,,
torrejon_08227,2024-10-02 15:00:00+02:00,25.0,14.2,51.0,,,210.0,18.4,,1011.0,,
torrejon_08227,2024-10-02 16:00:00+02:00,25.0,14.2,51.0,,,210.0,25.9,,1011.0,,
torrejon_08227,2024-10-02 17:00:00+02:00,24.0,12.9,50.0,,,230.0,29.5,,1010.0,,
torrejon_08227,2024-10-02 18:00:00+02:00,23.0,14.0,57.0,,,240.0,33.5,,1010.0,,
torrejon_08227,2024-10-02 19:00:00+02:00,22.0,16.1,69.0,,,250.0,24.1,,1010.0,,
torrejon_08227,2024-10-02 20:00:00+02:00,21.0,16.0,73.0,,,240.0,18.4,,1010.0,,
torrejon_08227,2024-10-02 21:00:00+02:00,20.0,16.0,78.0,,,240.0,25.9,,1010.0,,
torrejon_08227,2024-10-02 22:00:00+02:00,21.0,16.0,73.0,,,240.0,24.1,,1010.0,,
torrejon_08227,2024-10-02 23:00:00+02:00,20.0,15.0,73.0,,,240.0,20.5,,1010.0,,
torrejon_08227,2024-10-03 00:00:00+02:00,21.0,15.1,69.0,,,260.0,16.6,,1010.0,,
torrejon_08227,2024-10-03 01:00:00+02:00,18.0,14.1,78.0,,,310.0,13.0,,1011.0,,
torrejon_08227,2024-10-03 02:00:00+02:00,18.0,13.1,73.0,,,330.0,20.5,,1012.0,,
torrejon_08227,2024-10-03 03:00:00+02:00,18.0,13.1,73.0,,,360.0,11.2,,1012.0,,
torrejon_08227,2024-10-03 04:00:00+02:00,18.0,13.1,73.0,,,20.0,9.4,,1012.0,,
torrejon_08227,2024-10-03 05:00:00+02:00,15.0,12.0,82.0,,,20.0,13.0,,1012.0,,
torrejon_08227,2024-10-03 06:00:00+02:00,16.0,11.0,72.0,,,80.0,3.6,,1012.0,,
torrejon_08227,2024-10-03 07:00:00+02:00,16.0,11.0,72.0,,,60.0,3.6,,1013.0,,
torrejon_08227,2024-10-03 08:00:00+02:00,16.0,10.1,68.0,,,360.0,13.0,,1013.0,,
torrejon_08227,2024-10-03 09:00:00+02:00,17.0,9.9,63.0,,,40.0,9.4,,1014.0,,
torrejon_08227,2024-10-03 10:00:00+02:00,18.0,10.1,60.0,,,110.0,7.6,,1015.0,,
torrejon_08227,2024-10-03 11:00:00+02:00,19.0,10.0,56.0,,,20.0,18.4,,1015.0,,
torrejon_08227,2024-10-03 12:00:00+02:00,20.0,9.0,49.0,,,330.0,11.2,,1015.0,,
torrejon_08227,2024-10-03 13:00:00+02:00,22.0,8.1,41.0,,,340.0,9.4,,1015.0,,
torrejon_08227,2024-10-03 14:00:00+02:00,23.0,7.1,36.0,,,340.0,11.2,,1014.0,,
torrejon_08227,2024-10-03 15:00:00+02:00,24.0,7.2,34.0,,,350.0,16.6,,1014.0,,
torrejon_08227,2024-10-03 16:00:00+02:00,24.0,3.8,27.0,,,280.0,7.6,,1013.0,,
torrejon_08227,2024-10-03 17:00:00+02:00,24.0,4.9,29.0,,,350.0,13.0,,1013.0,,
torrejon_08227,2024-10-03 18:00:00+02:00,24.0,5.8,31.0,,,350.0,18.4,,1014.0,,
torrejon_08227,2024-10-03 19:00:00+02:00,22.0,5.0,33.0,,,360.0,16.6,,1014.0,,
torrejon_08227,2024-10-03 20:00:00+02:00,20.0,6.0,40.0,,,10.0,11.2,,1014.0,,
torrejon_08227,2024-10-03 21:00:00+02:00,19.0,6.1,43.0,,,70.0,7.6,,1015.0,,
torrejon_08227,2024-10-03 22:00:00+02:00,18.0,7.1,49.0,,,40.0,9.4,,1015.0,,
torrejon_08227,2024-10-03 23:00:00+02:00,17.0,5.9,48.0,,,60.0,11.2,,1016.0,,
torrejon_08227,2024-10-04 00:00:00+02:00,15.0,6.0,55.0,,,30.0,11.2,,1016.0,,
torrejon_08227,2024-10-04 01:00:00+02:00,13.0,6.1,63.0,,,270.0,3.6,,1016.0,,
torrejon_08227,2024-10-04 02:00:00+02:00,12.0,6.1,67.0,,,50.0,5.4,,1016.0,,
torrejon_08227,2024-10-04 03:00:00+02:00,12.0,6.1,67.0,,,30.0,5.4,,1016.0,,
torrejon_08227,2024-10-04 04:00:00+02:00,11.0,5.1,67.0,,,30.0,5.4,,1016.0,,
torrejon_08227,2024-10-04 05:00:00+02:00,11.0,5.9,71.0,,,10.0,5.4,,1016.0,,
torrejon_08227,2024-10-04 06:00:00+02:00,11.0,5.9,71.0,,,60.0,3.6,,1016.0,,
torrejon_08227,2024-10-04 07:00:00+02:00,11.0,5.9,71.0,,,350.0,3.6,,1016.0,,
torrejon_08227,2024-10-04 08:00:00+02:00,10.0,6.0,76.0,,,10.0,3.6,,1016.0,,
torrejon_08227,2024-10-04 09:00:00+02:00,11.0,5.9,71.0,,,10.0,3.6,,1016.0,,
torrejon_08227,2024-10-04 10:00:00+02:00,14.0,7.1,63.0,,,90.0,5.4,,1017.0,,
torrejon_08227,2024-10-04 11:00:00+02:00,16.0,6.1,52.0,,,90.0,3.6,,1017.0,,
torrejon_08227,2024-10-04 12:00:00+02:00,19.0,6.1,43.0,,,230.0,3.6,,1017.0,,
torrejon_08227,2024-10-04 13:00:00+02:00,20.0,7.0,43.0,,,210.0,7.6,,1016.0,,
torrejon_08227,2024-10-04 14:00:00+02:00,22.0,8.8,43.0,,,190.0,7.6,,1015.0,,
torrejon_08227,2024-10-04 15:00:00+02:00,23.0,9.0,41.0,,,300.0,3.6,,1015.0,,
torrejon_08227,2024-10-04 16:00:00+02:00,23.0,9.0,41.0,,,230.0,9.4,,1015.0,,
torrejon_08227,2024-10-04 17:00:00+02:00,24.0,9.2,39.0,,,210.0,9.4,,1014.0,,
torrejon_08227,2024-10-04 18:00:00+02:00,23.0,9.0,41.0,,,200.0,7.6,,1014.0,,
torrejon_08227,2024-10-04 19:00:00+02:00,23.0,9.0,41.0,,,160.0,9.4,,1014.0,,
torrejon_08227,2024-10-04 20:00:00+02:00,22.0,8.8,43.0,,,260.0,7.6,,1014.0,,
torrejon_08227,2024-10-04 21:00:00+02:00,19.0,8.9,52.0,,,20.0,7.6,,1015.0,,
torrejon_08227,2024-10-04 22:00:00+02:00,18.0,9.1,56.0,,,10.0,13.0,,1015.0,,
torrejon_08227,2024-10-04 23:00:00+02:00,17.0,8.9,59.0,,,40.0,9.4,,1015.0,,
torrejon_08227,2024-10-05 00:00:00+02:00,15.0,8.0,63.0,,,10.0,7.6,,1015.0,,
torrejon_08227,2024-10-05 01:00:00+02:00,15.0,8.9,67.0,,,10.0,7.6,,1015.0,,
torrejon_08227,2024-10-05 02:00:00+02:00,15.0,8.9,67.0,,,10.0,5.4,,1016.0,,
torrejon_08227,2024-10-05 03:00:00+02:00,13.0,8.1,72.0,,,360.0,5.4,,1016.0,,
torrejon_08227,2024-10-05 04:00:00+02:00,12.0,8.1,77.0,,,20.0,9.4,,1015.0,,
torrejon_08227,2024-10-05 05:00:00+02:00,11.0,6.9,76.0,,,20.0,7.0,,1015.0,,
torrejon_08227,2024-10-05 06:00:00+02:00,10.0,7.1,82.0,,,30.0,5.4,,1015.0,,
torrejon_08227,2024-10-05 07:00:00+02:00,9.0,7.0,87.0,,,20.0,7.6,,1015.0,,
torrejon_08227,2024-10-05 08:00:00+02:00,9.0,6.1,82.0,,,40.0,5.4,,1016.0,,
torrejon_08227,2024-10-05 09:00:00+02:00,10.0,7.1,82.0,,,40.0,5.4,,1016.0,,
torrejon_08227,2024-10-05 10:00:00+02:00,13.0,7.0,67.0,,,,3.6,,1016.0,,
torrejon_08227,2024-10-05 11:00:00+02:00,16.0,8.0,59.0,,,60.0,3.6,,1016.0,,
torrejon_08227,2024-10-05 12:00:00+02:00,19.0,8.9,52.0,,,190.0,3.6,,1016.0,,
torrejon_08227,2024-10-05 13:00:00+02:00,21.0,9.9,49.0,,,200.0,11.2,,1016.0,,
torrejon_08227,2024-10-05 14:00:00+02:00,24.0,9.9,41.0,,,220.0,14.8,,1014.0,,
torrejon_08227,2024-10-05 15:00:00+02:00,25.0,11.9,44.0,,,220.0,13.0,,1014.0,,
torrejon_08227,2024-10-05 16:00:00+02:00,27.0,11.9,39.0,,,250.0,20.5,,1013.0,,
torrejon_08227,2024-10-05 17:00:00+02:00,26.0,12.1,42.0,,,230.0,18.4,,1013.0,,
torrejon_08227,2024-10-05 18:00:00+02:00,25.0,11.9,44.0,,,220.0,25.9,,1013.0,,
torrejon_08227,2024-10-05 19:00:00+02:00,24.0,14.1,54.0,,,230.0,25.9,,1013.0,,
torrejon_08227,2024-10-05 20:00:00+02:00,23.0,15.1,61.0,,,230.0,18.4,,1013.0,,
torrejon_08227,2024-10-05 21:00:00+02:00,22.0,15.1,65.0,,,220.0,13.0,,1013.0,,
torrejon_08227,2024-10-05 22:00:00+02:00,22.0,15.1,65.0,,,210.0,11.2,,1014.0,,
torrejon_08227,2024-10-05 23:00:00+02:00,20.0,15.0,73.0,,,160.0,7.6,,1014.0,,
torrejon_08227,2024-10-06 00:00:00+02:00,21.0,15.1,69.0,,,230.0,16.6,,1014.0,,
torrejon_08227,2024-10-06 01:00:00+02:00,21.0,15.1,69.0,,,200.0,13.0,,1013.0,,
torrejon_08227,2024-10-06 02:00:00+02:00,20.0,13.9,68.0,,,210.0,14.8,,1013.0,,
torrejon_08227,2024-10-06 03:00:00+02:00,20.0,13.0,64.0,,,240.0,22.3,,1013.0,,
torrejon_08227,2024-10-06 04:00:00+02:00,19.0,14.1,73.0,,,220.0,13.0,,1013.0,,
torrejon_08227,2024-10-06 05:00:00+02:00,19.0,14.1,73.0,,,190.0,14.8,,1013.0,,
torrejon_08227,2024-10-06 06:00:00+02:00,18.0,14.1,78.0,,,210.0,11.2,,1013.0,,
torrejon_08227,2024-10-06 07:00:00+02:00,18.0,14.1,78.0,,,230.0,11.2,,1013.0,,
torrejon_08227,2024-10-06 08:00:00+02:00,18.0,14.1,78.0,,,210.0,13.0,,1013.0,,
torrejon_08227,2024-10-06 09:00:00+02:00,19.0,14.1,73.0,,,210.0,14.8,,1013.0,,
torrejon_08227,2024-10-06 10:00:00+02:00,19.0,14.1,73.0,,,230.0,24.1,,1014.0,,
torrejon_08227,2024-10-06 11:00:00+02:00,19.0,14.1,73.0,,,230.0,24.1,,1015.0,,
torrejon_08227,2024-10-06 12:00:00+02:00,20.0,13.9,68.0,,,220.0,29.5,,1014.0,,
torrejon_08227,2024-10-06 13:00:00+02:00,21.0,13.9,64.0,,,220.0,24.1,,1014.0,,
torrejon_08227,2024-10-06 14:00:00+02:00,22.0,13.1,57.0,,,220.0,18.4,,1013.0,,
torrejon_08227,2024-10-06 15:00:00+02:00,22.0,13.1,57.0,,,220.0,24.1,,1013.0,,
torrejon_08227,2024-10-06 16:00:00+02:00,22.0,13.1,57.0,,,230.0,25.9,,1013.0,,
torrejon_08227,2024-10-06 17:00:00+02:00,24.0,12.9,50.0,,,220.0,25.9,,1012.0,,
torrejon_08227,2024-10-06 18:00:00+02:00,23.0,12.0,50.0,,,210.0,27.7,,1012.0,,
torrejon_08227,2024-10-06 19:00:00+02:00,23.0,12.0,50.0,,,220.0,18.4,,1012.0,,
torrejon_08227,2024-10-06 20:00:00+02:00,22.0,12.0,53.0,,,220.0,18.4,,1012.0,,
torrejon_08227,2024-10-06 21:00:00+02:00,22.0,13.1,57.0,,,200.0,14.8,,1012.0,,
torrejon_08227,2024-10-06 22:00:00+02:00,20.0,12.0,60.0,,,210.0,9.4,,1012.0,,
torrejon_08227,2024-10-06 23:00:00+02:00,19.0,12.0,64.0,,,170.0,1.8,,1011.0,,
torrejon_08227,2024-10-07 00:00:00+02:00,17.0,11.9,72.0,,,340.0,3.6,,1011.0,,
torrejon_08227,2024-10-07 01:00:00+02:00,17.0,11.9,72.0,,,290.0,1.8,,1011.0,,
torrejon_08227,2024-10-07 02:00:00+02:00,17.0,11.9,72.0,,,300.0,1.8,,1010.0,,
torrejon_08227,2024-10-07 03:00:00+02:00,16.0,12.0,77.0,,,330.0,3.6,,1010.0,,
torrejon_08227,2024-10-07 04:00:00+02:00,15.0,11.0,77.0,,,0.0,0.0,,1009.0,,
torrejon_08227,2024-10-07 05:00:00+02:00,16.0,11.0,72.0,,,180.0,1.8,,1008.0,,
torrejon_08227,2024-10-07 06:00:00+02:00,16.0,12.0,77.0,,,330.0,1.8,,1008.0,,
torrejon_08227,2024-10-07 07:00:00+02:00,15.0,11.0,77.0,,,350.0,3.6,,1008.0,,
torrejon_08227,2024-10-07 08:00:00+02:00,15.0,11.0,77.0,,,0.0,0.0,,1008.0,,
torrejon_08227,2024-10-07 09:00:00+02:00,15.0,11.0,77.0,,,,1.8,,1008.0,,
torrejon_08227,2024-10-07 10:00:00+02:00,18.0,12.0,68.0,,,170.0,7.6,,1008.0,,
torrejon_08227,2024-10-07 11:00:00+02:00,20.0,12.0,60.0,,,200.0,11.2,,1007.0,,
torrejon_08227,2024-10-07 12:00:00+02:00,21.0,9.9,49.0,,,220.0,14.8,,1007.0,,
torrejon_08227,2024-10-07 13:00:00+02:00,22.0,8.8,43.0,,,200.0,22.3,,1007.0,,
torrejon_08227,2024-10-07 14:00:00+02:00,23.0,7.9,38.0,,,190.0,20.5,,1006.0,,
torrejon_08227,2024-10-07 15:00:00+02:00,24.0,9.2,39.0,,,210.0,42.5,,1006.0,,
torrejon_08227,2024-10-07 16:00:00+02:00,19.0,12.0,64.0,,,270.0,33.5,,1007.0,,
torrejon_08227,2024-10-07 17:00:00+02:00,15.0,13.0,88.0,,,210.0,22.3,,1007.0,,
torrejon_08227,2024-10-07 18:00:00+02:00,14.0,13.0,94.0,,,180.0,16.6,,1007.0,,
torrejon_08227,2024-10-07 19:00:00+02:00,14.0,13.0,94.0,,,230.0,11.2,,1007.0,,
torrejon_08227,2024-10-07 20:00:00+02:00,14.0,13.0,94.0,,,170.0,7.6,,1007.0,,
torrejon_08227,2024-10-07 21:00:00+02:00,14.0,13.0,94.0,,,190.0,7.6,,1008.0,,
torrejon_08227,2024-10-07 22:00:00+02:00,14.0,13.0,94.0,,,170.0,1.8,,1008.0,,
torrejon_08227,2024-10-07 23:00:00+02:00,14.0,13.0,94.0,,,180.0,13.0,,1009.0,,
torrejon_08227,2024-10-08 00:00:00+02:00,14.0,13.0,94.0,,,220.0,11.2,,1010.0,,
torrejon_08227,2024-10-08 01:00:00+02:00,14.0,13.0,94.0,,,230.0,11.2,,1010.0,,
torrejon_08227,2024-10-08 02:00:00+02:00,13.0,12.1,94.0,,,230.0,11.2,,1010.0,,
torrejon_08227,2024-10-08 03:00:00+02:00,14.0,13.0,94.0,,,210.0,11.2,,1010.0,,
torrejon_08227,2024-10-08 04:00:00+02:00,14.0,13.0,94.0,,,200.0,5.4,,1010.0,,
torrejon_08227,2024-10-08 05:00:00+02:00,13.0,12.1,94.0,,,190.0,9.4,,1010.0,,
torrejon_08227,2024-10-08 06:00:00+02:00,13.0,12.1,94.0,,,200.0,11.2,,1010.0,,
torrejon_08227,2024-10-08 07:00:00+02:00,12.0,11.1,94.0,,,210.0,13.0,,1011.0,,
torrejon_08227,2024-10-08 08:00:00+02:00,13.0,12.1,94.0,,,180.0,11.2,,1011.0,,
torrejon_08227,2024-10-08 09:00:00+02:00,13.0,12.1,94.0,,,220.0,14.8,,1012.0,,
torrejon_08227,2024-10-08 10:00:00+02:00,14.0,12.0,88.0,,,200.0,18.4,,1013.0,,
torrejon_08227,2024-10-08 11:00:00+02:00,15.0,12.0,82.0,,,220.0,20.5,,1013.0,,
torrejon_08227,2024-10-08 12:00:00+02:00,15.0,12.0,82.0,,,220.0,20.5,,1014.0,,
torrejon_08227,2024-10-08 13:00:00+02:00,15.0,12.0,82.0,,,220.0,22.3,,1014.0,,
torrejon_08227,2024-10-08 14:00:00+02:00,17.0,11.9,72.0,,,220.0,25.9,,1014.0,,
torrejon_08227,2024-10-08 15:00:00+02:00,18.0,12.0,68.0,,,220.0,33.5,,1013.0,,
torrejon_08227,2024-10-08 16:00:00+02:00,17.0,12.9,77.0,,,230.0,29.5,,1013.0,,
torrejon_08227,2024-10-08 17:00:00+02:00,17.0,11.9,72.0,,,210.0,22.3,,1012.0,,
torrejon_08227,2024-10-08 18:00:00+02:00,18.0,12.0,68.0,,,220.0,16.6,,1012.0,,
torrejon_08227,2024-10-08 19:00:00+02:00,16.0,12.9,82.0,,,240.0,20.5,,1012.0,,
torrejon_08227,2024-10-08 20:00:00+02:00,16.0,14.0,88.0,,,210.0,13.0,,1012.0,,
torrejon_08227,2024-10-08 21:00:00+02:00,16.0,14.0,88.0,,,210.0,16.6,,1012.0,,
torrejon_08227,2024-10-08 22:00:00+02:00,16.0,14.0,88.0,,,210.0,16.6,,1012.0,,
torrejon_08227,2024-10-08 23:00:00+02:00,16.0,14.0,88.0,,,190.0,14.8,,1012.0,,
torrejon_08227,2024-10-09 00:00:00+02:00,16.0,12.9,82.0,,,200.0,16.6,,1012.0,,
torrejon_08227,2024-10-09 01:00:00+02:00,16.0,12.9,82.0,,,200.0,16.6,,1012.0,,
torrejon_08227,2024-10-09 02:00:00+02:00,16.0,12.9,82.0,,,200.0,16.6,,1011.0,,
torrejon_08227,2024-10-09 03:00:00+02:00,15.0,13.0,88.0,,,200.0,13.0,,1010.0,,
torrejon_08227,2024-10-09 04:00:00+02:00,15.0,13.0,88.0,,,180.0,13.0,,1010.0,,
torrejon_08227,2024-10-09 05:00:00+02:00,15.0,12.0,82.0,,,170.0,5.4,,1009.0,,
torrejon_08227,2024-10-09 06:00:00+02:00,15.0,12.0,82.0,,,200.0,11.2,,1009.0,,
torrejon_08227,2024-10-09 07:00:00+02:00,16.0,12.0,77.0,,,200.0,18.4,,1007.0,,
torrejon_08227,2024-10-09 08:00:00+02:00,16.0,12.0,77.0,,,200.0,25.9,,1007.0,,
torrejon_08227,2024-10-09 09:00:00+02:00,16.0,12.0,77.0,,,180.0,24.1,,1006.0,,
torrejon_08227,2024-10-09 10:00:00+02:00,16.0,12.0,77.0,,,180.0,27.7,,1006.0,,
torrejon_08227,2024-10-09 11:00:00+02:00,15.0,13.0,88.0,,,180.0,18.4,,1005.0,,
torrejon_08227,2024-10-09 12:00:00+02:00,17.0,12.9,77.0,,,190.0,24.1,,1004.0,,
torrejon_08227,2024-10-09 13:00:00+02:00,19.0,13.0,68.0,,,190.0,31.7,,1004.0,,
torrejon_08227,2024-10-09 14:00:00+02:00,17.0,16.0,94.0,,,210.0,31.7,,1003.0,,5.0
torrejon_08227,2024-10-09 15:00:00+02:00,17.0,16.0,94.0,,,210.0,37.1,,1003.0,,5.0
torrejon_08227,2024-10-09 16:00:00+02:00,18.0,17.0,94.0,,,200.0,20.5,,1002.0,,
torrejon_08227,2024-10-09 17:00:00+02:00,18.0,17.0,94.0,,,200.0,11.2,,1002.0,,
torrejon_08227,2024-10-09 18:00:00+02:00,19.0,17.0,88.0,,,230.0,27.7,,1002.0,,
torrejon_08227,2024-10-09 19:00:00+02:00,19.0,17.0,88.0,,,230.0,33.5,,1003.0,,
torrejon_08227,2024-10-09 20:00:00+02:00,18.0,15.1,83.0,,,220.0,31.7,,1004.0,,
torrejon_08227,2024-10-09 21:00:00+02:00,18.0,14.1,78.0,,,250.0,22.3,,1006.0,,
torrejon_08227,2024-10-09 22:00:00+02:00,17.0,11.9,72.0,,,260.0,18.4,,1006.0,,
torrejon_08227,2024-10-09 23:00:00+02:00,16.0,11.0,72.0,,,250.0,13.0,,1008.0,,
torrejon_08227,2024-10-10 00:00:00+02:00,17.0,9.9,63.0,,,260.0,24.1,,1009.0,,
torrejon_08227,2024-10-10 01:00:00+02:00,15.0,10.0,72.0,,,240.0,16.6,,1010.0,,
torrejon_08227,2024-10-10 02:00:00+02:00,14.0,8.0,67.0,,,260.0,9.4,,1010.0,,
torrejon_08227,2024-10-10 03:00:00+02:00,13.0,8.1,72.0,,,280.0,11.2,,1010.0,,
torrejon_08227,2024-10-10 04:00:00+02:00,13.0,8.1,72.0,,,240.0,7.6,,1011.0,,
torrejon_08227,2024-10-10 05:00:00+02:00,12.0,8.1,77.0,,,260.0,6.0,,1011.0,,
torrejon_08227,2024-10-10 06:00:00+02:00,11.0,6.9,76.0,,,290.0,9.4,,1011.0,,
torrejon_08227,2024-10-10 07:00:00+02:00,10.0,7.1,82.0,,,340.0,7.6,,1012.0,,
torrejon_08227,2024-10-10 08:00:00+02:00,9.0,7.0,87.0,,,50.0,9.4,,1013.0,,
torrejon_08227,2024-10-10 09:00:00+02:00,8.0,6.9,93.0,,,20.0,5.4,,1013.0,,
torrejon_08227,2024-10-10 10:00:00+02:00,13.0,9.1,77.0,,,130.0,2.0,,1014.0,,
torrejon_08227,2024-10-10 11:00:00+02:00,15.0,8.0,63.0,,,180.0,5.4,,1015.0,,
torrejon_08227,2024-10-10 12:00:00+02:00,15.0,7.1,59.0,,,200.0,1.8,,1015.0,,
torrejon_08227,2024-10-10 13:00:00+02:00,16.0,6.1,52.0,,,230.0,5.4,,1015.0,,
torrejon_08227,2024-10-10 14:00:00+02:00,16.0,6.1,52.0,,,110.0,1.8,,1015.0,,
torrejon_08227,2024-10-10 15:00:00+02:00,18.0,4.9,42.0,,,200.0,9.4,,1015.0,,
torrejon_08227,2024-10-10 16:00:00+02:00,18.0,4.9,42.0,,,200.0,7.6,,1014.0,,
torrejon_08227,2024-10-10 17:00:00+02:00,19.0,5.1,40.0,,,,7.6,,1014.0,,
torrejon_08227,2024-10-10 18:00:00+02:00,19.0,5.1,40.0,,,180.0,9.4,,1014.0,,
torrejon_08227,2024-10-10 19:00:00+02:00,19.0,6.1,43.0,,,160.0,7.6,,1014.0,,
torrejon_08227,2024-10-10 20:00:00+02:00,17.0,5.9,48.0,,,180.0,7.6,,1014.0,,
torrejon_08227,2024-10-10 21:00:00+02:00,15.0,10.0,72.0,,,170.0,3.6,,1015.0,,
torrejon_08227,2024-10-10 22:00:00+02:00,14.0,10.0,77.0,,,0.0,0.0,,1016.0,,
torrejon_08227,2024-10-10 23:00:00+02:00,11.0,8.0,82.0,,,10.0,9.4,,1016.0,,
torrejon_08227,2024-10-11 00:00:00+02:00,11.0,8.0,82.0,,,20.0,9.4,,1016.0,,
torrejon_08227,2024-10-11 01:00:00+02:00,10.0,7.9,87.0,,,30.0,9.4,,1016.0,,
torrejon_08227,2024-10-11 02:00:00+02:00,10.0,7.9,87.0,,,20.0,5.4,,1016.0,,
torrejon_08227,2024-10-11 03:00:00+02:00,10.0,7.1,82.0,,,10.0,9.4,,1016.0,,
torrejon_08227,2024-10-11 04:00:00+02:00,8.0,6.9,93.0,,,20.0,7.6,,1015.0,,
torrejon_08227,2024-10-11 05:00:00+02:00,8.0,6.0,87.0,,,30.0,9.4,,1015.0,,
torrejon_08227,2024-10-11 06:00:00+02:00,7.0,5.9,93.0,,,20.0,5.4,,1015.0,,
torrejon_08227,2024-10-11 07:00:00+02:00,7.0,5.0,87.0,,,10.0,5.4,,1015.0,,
torrejon_08227,2024-10-11 08:00:00+02:00,6.0,5.0,93.0,,,30.0,11.2,,1016.0,,
torrejon_08227,2024-10-11 09:00:00+02:00,7.0,5.9,93.0,,,10.0,5.4,,1017.0,,
torrejon_08227,2024-10-11 10:00:00+02:00,9.0,7.0,87.0,,,10.0,5.4,,1017.0,,
torrejon_08227,2024-10-11 11:00:00+02:00,12.0,7.1,72.0,,,80.0,5.4,,1017.0,,
torrejon_08227,2024-10-11 12:00:00+02:00,14.0,8.0,67.0,,,190.0,3.6,,1016.0,,
torrejon_08227,2024-10-11 13:00:00+02:00,16.0,8.0,59.0,,,150.0,5.4,,1016.0,,
